Read Time,Volume
2025-09-30 23:45:00,6048.64
2025-09-30 23:30:00,6090.88
2025-09-30 23:15:00,6072.72
2025-09-30 23:00:00,6107.92
2025-09-30 22:45:00,6074.24
2025-09-30 22:30:00,6099.12
2025-09-30 22:15:00,6088.56
2025-09-30 22:00:00,6092.4
2025-09-30 21:45:00,6083.6
2025-09-30 21:30:00,6085.28
2025-09-30 21:15:00,6131.44
2025-09-30 21:00:00,6087.6
2025-09-30 20:45:00,6098.16
2025-09-30 20:30:00,6105.44
2025-09-30 20:15:00,6118.64
2025-09-30 20:00:00,6140.24
2025-09-30 19:45:00,6100.96
2025-09-30 19:30:00,6103.28
2025-09-30 19:15:00,6151.44
2025-09-30 19:00:00,6137.12
2025-09-30 18:45:00,6123.2
2025-09-30 18:30:00,6152.56
2025-09-30 18:15:00,6122.96
2025-09-30 18:00:00,6165.6
2025-09-30 17:45:00,6168.4
2025-09-30 17:30:00,6136.8
2025-09-30 17:15:00,6170.48
2025-09-30 17:00:00,6174.8
2025-09-30 16:45:00,6163.6
2025-09-30 16:30:00,6182.56
2025-09-30 16:15:00,6195.2
2025-09-30 16:00:00,6208.96
2025-09-30 15:45:00,6208.16
2025-09-30 15:30:00,6184.56
2025-09-30 15:15:00,6200.96
2025-09-30 15:00:00,6217.84
2025-09-30 14:45:00,6216.96
2025-09-30 14:30:00,6212.72
2025-09-30 14:15:00,6212.56
2025-09-30 14:00:00,6185.44
2025-09-30 13:45:00,6206.8
2025-09-30 13:30:00,6201.28
2025-09-30 13:15:00,6188.48
2025-09-30 13:00:00,6196.64
2025-09-30 12:45:00,6186.56
2025-09-30 12:30:00,6201.36
2025-09-30 12:15:00,6200.16
2025-09-30 12:00:00,6185.12
2025-09-30 11:45:00,6203.36
2025-09-30 11:30:00,6186.88
2025-09-30 11:15:00,6180.32
2025-09-30 11:00:00,6184.32
2025-09-30 10:45:00,6189.52
2025-09-30 10:30:00,6209.28
2025-09-30 10:15:00,6221.76
2025-09-30 10:00:00,6215.44
2025-09-30 09:45:00,6210.16
2025-09-30 09:30:00,6209.2
2025-09-30 09:15:00,6187.6
2025-09-30 09:00:00,6192.64
2025-09-30 08:45:00,6189.28
2025-09-30 08:30:00,6183.6
2025-09-30 07:45:00,6187.28
2025-09-30 07:30:00,6188.72
2025-09-30 07:15:00,6188.0
2025-09-30 07:00:00,6223.04
2025-09-30 06:45:00,6218.32
2025-09-30 06:30:00,6198.32
2025-09-30 06:15:00,6219.44
2025-09-30 06:00:00,6232.8
2025-09-30 05:45:00,6222.48
2025-09-30 05:30:00,6245.6
2025-09-30 05:15:00,6243.2
2025-09-30 05:00:00,6229.84
2025-09-30 04:45:00,6268.16
2025-09-30 04:30:00,6235.28
2025-09-30 04:15:00,6239.12
2025-09-30 04:00:00,6257.44
2025-09-30 03:45:00,6272.64
2025-09-30 03:30:00,6255.36
2025-09-30 03:15:00,6277.36
2025-09-30 03:00:00,6262.96
2025-09-30 02:45:00,6259.28
2025-09-30 02:30:00,6276.8
2025-09-30 02:15:00,6268.08
2025-09-30 02:00:00,6270.24
2025-09-30 01:45:00,6319.44
2025-09-30 01:30:00,6316.48
2025-09-30 01:15:00,6302.16
2025-09-30 01:00:00,6298.48
2025-09-30 00:45:00,6296.72
2025-09-30 00:30:00,6320.72
2025-09-30 00:15:00,6318.96
2025-09-30 00:00:00,6298.24
2025-09-29 23:45:00,6327.92
2025-09-29 23:30:00,6308.0
2025-09-29 23:15:00,6310.32
2025-09-29 23:00:00,6315.68
2025-09-29 22:45:00,6314.56
2025-09-29 22:30:00,6333.92
2025-09-29 22:15:00,6350.24
2025-09-29 22:00:00,6354.0
2025-09-29 21:45:00,6351.6
2025-09-29 21:30:00,6350.16
2025-09-29 21:15:00,6360.8
2025-09-29 21:00:00,6361.36
2025-09-29 20:45:00,6369.12
2025-09-29 20:30:00,6375.76
2025-09-29 20:15:00,6373.28
2025-09-29 20:00:00,6407.12
2025-09-29 19:45:00,6373.68
2025-09-29 19:30:00,6370.64
2025-09-29 19:15:00,6370.0
2025-09-29 19:00:00,6372.24
2025-09-29 18:45:00,6403.44
2025-09-29 18:30:00,6397.52
2025-09-29 18:15:00,6394.96
2025-09-29 18:00:00,6378.88
2025-09-29 17:45:00,6398.8
2025-09-29 17:30:00,6415.68
2025-09-29 17:15:00,6385.2
2025-09-29 17:00:00,6385.04
2025-09-29 16:45:00,6438.48
2025-09-29 16:30:00,6402.4
2025-09-29 16:15:00,6400.88
2025-09-29 16:00:00,6418.8
2025-09-29 15:45:00,6397.76
2025-09-29 15:30:00,6401.76
2025-09-29 15:15:00,6401.44
2025-09-29 15:00:00,6429.52
2025-09-29 14:45:00,6402.16
2025-09-29 14:30:00,6417.04
2025-09-29 14:15:00,6396.08
2025-09-29 14:00:00,6395.76
2025-09-29 13:45:00,6400.48
2025-09-29 13:30:00,6400.48
2025-09-29 13:15:00,6403.12
2025-09-29 13:00:00,6399.6
2025-09-29 12:45:00,6406.96
2025-09-29 12:30:00,6401.2
2025-09-29 12:15:00,6402.96
2025-09-29 12:00:00,6416.64
2025-09-29 11:45:00,6460.16
2025-09-29 11:30:00,6433.04
2025-09-29 11:15:00,6429.68
2025-09-29 11:00:00,6455.84
2025-09-29 10:45:00,6434.16
2025-09-29 10:30:00,6432.16
2025-09-29 10:15:00,6504.32
2025-09-29 10:00:00,6464.56
2025-09-29 09:45:00,6465.6
2025-09-29 09:30:00,6493.2
2025-09-29 09:15:00,6492.96
2025-09-29 09:00:00,6467.76
2025-09-29 08:45:00,6496.8
2025-09-29 08:30:00,6479.12
2025-09-29 08:15:00,6477.12
2025-09-29 08:00:00,6501.68
2025-09-29 07:45:00,6485.36
2025-09-29 07:30:00,6513.44
2025-09-29 07:15:00,6488.64
2025-09-29 07:00:00,6488.4
2025-09-29 06:45:00,6486.56
2025-09-29 06:30:00,6486.72
2025-09-29 06:15:00,6489.28
2025-09-29 06:00:00,6489.68
2025-09-29 05:45:00,6486.72
2025-09-29 05:30:00,6490.88
2025-09-29 05:15:00,6488.32
2025-09-29 05:00:00,6495.36
2025-09-29 04:45:00,6487.6
2025-09-29 04:30:00,6513.68
2025-09-29 04:15:00,6487.28
2025-09-29 04:00:00,6489.36
2025-09-29 03:45:00,6485.68
2025-09-29 03:30:00,6485.52
2025-09-29 03:15:00,6485.92
2025-09-29 03:00:00,6489.36
2025-09-29 02:45:00,6485.92
2025-09-29 02:30:00,6491.44
2025-09-29 02:15:00,6486.8
2025-09-29 02:00:00,6512.32
2025-09-29 01:45:00,6510.16
2025-09-29 01:30:00,6485.68
2025-09-29 01:15:00,6521.44
2025-09-29 01:00:00,6485.6
2025-09-29 00:45:00,6488.72
2025-09-29 00:30:00,6505.36
2025-09-29 00:15:00,6495.44
2025-09-29 00:00:00,6489.2
2025-09-28 23:45:00,6512.72
2025-09-28 23:30:00,6491.04
2025-09-28 23:15:00,6488.0
2025-09-28 23:00:00,6511.28
2025-09-28 22:45:00,6485.92
2025-09-28 22:30:00,6502.32
2025-09-28 22:15:00,6488.24
2025-09-28 22:00:00,6491.68
2025-09-28 21:45:00,6486.88
2025-09-28 21:30:00,6491.12
2025-09-28 21:15:00,6485.92
2025-09-28 21:00:00,6486.56
2025-09-28 20:45:00,6505.52
2025-09-28 20:30:00,6511.28
2025-09-28 20:15:00,6522.08
2025-09-28 20:00:00,6513.44
2025-09-28 19:45:00,6484.72
2025-09-28 19:30:00,6505.44
2025-09-28 19:15:00,6485.76
2025-09-28 19:00:00,6492.96
2025-09-28 18:45:00,6496.24
2025-09-28 18:30:00,6484.0
2025-09-28 18:15:00,6486.08
2025-09-28 18:00:00,6482.48
2025-09-28 17:45:00,6512.88
2025-09-28 17:30:00,6483.44
2025-09-28 17:15:00,6479.04
2025-09-28 17:00:00,6484.72
2025-09-28 16:45:00,6481.92
2025-09-28 16:30:00,6488.0
2025-09-28 16:15:00,6481.92
2025-09-28 16:00:00,6481.84
2025-09-28 15:45:00,6479.36
2025-09-28 15:30:00,6479.36
2025-09-28 15:15:00,6482.24
2025-09-28 15:00:00,6480.64
2025-09-28 14:45:00,6481.6
2025-09-28 14:30:00,6485.6
2025-09-28 14:15:00,6481.6
2025-09-28 14:00:00,6480.96
2025-09-28 13:45:00,6474.64
2025-09-28 13:30:00,6476.4
2025-09-28 13:15:00,6480.72
2025-09-28 13:00:00,6469.28
2025-09-28 12:45:00,6479.2
2025-09-28 12:30:00,6480.48
2025-09-28 12:15:00,6479.92
2025-09-28 12:00:00,6479.36
2025-09-28 11:45:00,6480.16
2025-09-28 11:30:00,6482.88
2025-09-28 11:15:00,6482.24
2025-09-28 11:00:00,6481.68
2025-09-28 10:45:00,6483.68
2025-09-28 10:30:00,6481.04
2025-09-28 10:15:00,6483.28
2025-09-28 10:00:00,6482.32
2025-09-28 09:45:00,6499.76
2025-09-28 09:30:00,6489.68
2025-09-28 09:15:00,6486.96
2025-09-28 09:00:00,6483.04
2025-09-28 08:45:00,6487.6
2025-09-28 08:30:00,6484.32
2025-09-28 08:15:00,6504.24
2025-09-28 08:00:00,6487.44
2025-09-28 07:45:00,6498.48
2025-09-28 07:30:00,6500.56
2025-09-28 07:15:00,6490.8
2025-09-28 07:00:00,6525.44
2025-09-28 06:45:00,6493.44
2025-09-28 06:30:00,6511.52
2025-09-28 06:15:00,6515.76
2025-09-28 06:00:00,6520.08
2025-09-28 05:45:00,6502.08
2025-09-28 05:30:00,6526.08
2025-09-28 05:15:00,6506.24
2025-09-28 05:00:00,6527.12
2025-09-28 04:45:00,6508.88
2025-09-28 04:30:00,6511.44
2025-09-28 04:15:00,6513.92
2025-09-28 04:00:00,6544.0
2025-09-28 03:45:00,6525.2
2025-09-28 03:30:00,6522.72
2025-09-28 03:15:00,6523.36
2025-09-28 03:00:00,6522.56
2025-09-28 02:45:00,6523.04
2025-09-28 02:30:00,6531.92
2025-09-28 02:15:00,6524.0
2025-09-28 02:00:00,6522.24
2025-09-28 01:45:00,6528.56
2025-09-28 01:30:00,6523.44
2025-09-28 01:15:00,6523.12
2025-09-28 01:00:00,6521.84
2025-09-28 00:45:00,6519.92
2025-09-28 00:30:00,6552.24
2025-09-28 00:15:00,6524.32
2025-09-28 00:00:00,6527.44
2025-09-27 23:45:00,6532.16
2025-09-27 23:30:00,6537.84
2025-09-27 23:15:00,6566.32
2025-09-27 23:00:00,6549.92
2025-09-27 22:45:00,6547.36
2025-09-27 22:30:00,6571.52
2025-09-27 22:15:00,6545.2
2025-09-27 22:00:00,6559.28
2025-09-27 21:45:00,6571.84
2025-09-27 21:30:00,6560.48
2025-09-27 21:15:00,6560.24
2025-09-27 21:00:00,6583.92
2025-09-27 20:45:00,6558.4
2025-09-27 20:30:00,6561.12
2025-09-27 20:15:00,6566.4
2025-09-27 20:00:00,6562.56
2025-09-27 19:45:00,6567.92
2025-09-27 19:30:00,6589.76
2025-09-27 19:15:00,6587.92
2025-09-27 19:00:00,6589.6
2025-09-27 18:45:00,6617.84
2025-09-27 18:30:00,6602.64
2025-09-27 18:15:00,6589.84
2025-09-27 18:00:00,6613.68
2025-09-27 17:45:00,6613.44
2025-09-27 17:30:00,6616.48
2025-09-27 17:15:00,6615.52
2025-09-27 17:00:00,6612.4
2025-09-27 16:45:00,6626.64
2025-09-27 16:30:00,6613.44
2025-09-27 16:15:00,6613.04
2025-09-27 16:00:00,6617.2
2025-09-27 15:45:00,6618.24
2025-09-27 15:30:00,6618.48
2025-09-27 15:15:00,6636.0
2025-09-27 15:00:00,6666.8
2025-09-27 14:45:00,6633.84
2025-09-27 14:30:00,6643.36
2025-09-27 14:15:00,6650.4
2025-09-27 14:00:00,6645.76
2025-09-27 13:45:00,6648.88
2025-09-27 13:30:00,6646.48
2025-09-27 13:15:00,6644.96
2025-09-27 13:00:00,6643.76
2025-09-27 12:45:00,6643.92
2025-09-27 12:30:00,6645.28
2025-09-27 12:15:00,6649.76
2025-09-27 12:00:00,6647.04
2025-09-27 11:45:00,6648.88
2025-09-27 11:30:00,6657.04
2025-09-27 11:15:00,6669.2
2025-09-27 11:00:00,6658.4
2025-09-27 10:45:00,6661.6
2025-09-27 10:30:00,6661.52
2025-09-27 10:15:00,6660.4
2025-09-27 10:00:00,6707.36
2025-09-27 09:45:00,6677.36
2025-09-27 09:30:00,6680.0
2025-09-27 09:15:00,6676.08
2025-09-27 09:00:00,6697.28
2025-09-27 08:45:00,6681.52
2025-09-27 08:30:00,6679.2
2025-09-27 08:15:00,6680.32
2025-09-27 08:00:00,6700.16
2025-09-27 07:45:00,6706.96
2025-09-27 07:30:00,6680.32
2025-09-27 07:15:00,6682.24
2025-09-27 07:00:00,6683.84
2025-09-27 06:45:00,6713.6
2025-09-27 06:30:00,6698.72
2025-09-27 06:15:00,6716.4
2025-09-27 06:00:00,6690.32
2025-09-27 05:45:00,6687.12
2025-09-27 05:30:00,6690.24
2025-09-27 05:15:00,6688.24
2025-09-27 05:00:00,6688.96
2025-09-27 04:45:00,6719.44
2025-09-27 04:30:00,6714.4
2025-09-27 04:15:00,6710.72
2025-09-27 04:00:00,6711.84
2025-09-27 03:45:00,6714.32
2025-09-27 03:30:00,6716.8
2025-09-27 03:15:00,6710.96
2025-09-27 03:00:00,6759.04
2025-09-27 02:45:00,6715.92
2025-09-27 02:30:00,6715.44
2025-09-27 02:15:00,6762.4
2025-09-27 02:00:00,6736.16
2025-09-27 01:45:00,6736.48
2025-09-27 01:30:00,6742.24
2025-09-27 01:15:00,6740.88
2025-09-27 01:00:00,6758.32
2025-09-27 00:45:00,6748.24
2025-09-27 00:30:00,6757.36
2025-09-27 00:15:00,6745.04
2025-09-27 00:00:00,6751.2
2025-09-26 23:45:00,6756.24
2025-09-26 23:30:00,6780.24
2025-09-26 23:15:00,6793.36
2025-09-26 23:00:00,6799.04
2025-09-26 22:45:00,6779.2
2025-09-26 22:30:00,6782.32
2025-09-26 22:15:00,6789.04
2025-09-26 22:00:00,6792.96
2025-09-26 21:45:00,6795.44
2025-09-26 21:30:00,6827.52
2025-09-26 21:15:00,6799.12
2025-09-26 21:00:00,6823.92
2025-09-26 20:45:00,6827.2
2025-09-26 20:30:00,6854.8
2025-09-26 20:15:00,6828.08
2025-09-26 20:00:00,6836.4
2025-09-26 19:45:00,6828.88
2025-09-26 19:30:00,6836.88
2025-09-26 19:15:00,6862.16
2025-09-26 19:00:00,6831.28
2025-09-26 18:45:00,6830.16
2025-09-26 18:30:00,6823.6
2025-09-26 18:15:00,6828.88
2025-09-26 18:00:00,6876.56
2025-09-26 17:45:00,6869.6
2025-09-26 17:30:00,6835.28
2025-09-26 17:15:00,6863.76
2025-09-26 17:00:00,6841.36
2025-09-26 16:45:00,6837.12
2025-09-26 16:30:00,6880.88
2025-09-26 16:15:00,
2025-09-26 16:00:00,6845.84
2025-09-26 15:45:00,6843.2
2025-09-26 12:27:00,6862.72
2025-09-26 12:10:00,6871.12
2025-09-26 12:00:00,6873.44
2025-09-26 11:38:37,6880.64
2025-09-26 11:20:23,6888.96
2025-09-26 10:53:53,6898.32
